UniqID_NUCL,N_COM_X,N_COM_Y,N_Orient
07-0289_f1_0002_-2511.46_-6612.96,-2511.46,-6612.96,-0.66686
07-0289_f1_0002_-2809.47_-6612.68,-2809.47,-6612.68,0.624423
07-0289_f1_0002_-2516.81_-6616.21,-2516.81,-6616.21,0.515076
07-0289_f1_0002_-2813.83_-6613.82,-2813.83,-6613.82,0.063633
07-0289_f1_0002_-2319.89_-6614.8,-2319.89,-6614.8,1.25327
07-0289_f1_0002_-2649.17_-6614.91,-2649.17,-6614.91,0.389413
07-0289_f1_0002_-2533.14_-6613.48,-2533.14,-6613.48,0.490608
07-0289_f1_0002_-2790.12_-6613.25,-2790.12,-6613.25,-1.16643
07-0289_f1_0002_-2378.1_-6612.92,-2378.1,-6612.92,1.53992
07-0289_f1_0002_-2329.5_-6612.85,-2329.5,-6612.85,-0.580285
07-0289_f1_0002_-2386.86_-6614.66,-2386.86,-6614.66,-0.552877
07-0289_f1_0002_-2795.73_-6613.23,-2795.73,-6613.23,0.567436
07-0289_f1_0002_-2654.69_-6618.85,-2654.69,-6618.85,0.904121
07-0289_f1_0002_-2802.04_-6616.8,-2802.04,-6616.8,-1.15334
07-0289_f1_0002_-2522.61_-6616.93,-2522.61,-6616.93,0.515268
07-0289_f1_0002_-2403.89_-6615.42,-2403.89,-6615.42,-0.761498
07-0289_f1_0002_-2326.83_-6616.34,-2326.83,-6616.34,-0.344678
07-0289_f1_0002_-2333.64_-6615.05,-2333.64,-6615.05,-0.179454
07-0289_f1_0002_-2479.13_-6621.6,-2479.13,-6621.6,0.791753
07-0289_f1_0002_-2818.33_-6616.2,-2818.33,-6616.2,0.292912
07-0289_f1_0002_-2785.91_-6617.06,-2785.91,-6617.06,-0.926239
07-0289_f1_0002_-2440.12_-6615.21,-2440.12,-6615.21,1.44036
07-0289_f1_0002_-2447.72_-6618.85,-2447.72,-6618.85,-0.311583
07-0289_f1_0002_-2548.73_-6619.54,-2548.73,-6619.54,-0.879929
07-0289_f1_0002_-2383.86_-6619.38,-2383.86,-6619.38,-1.3041
07-0289_f1_0002_-2556.41_-6618.4,-2556.41,-6618.4,0.75929
07-0289_f1_0002_-2526.54_-6621.83,-2526.54,-6621.83,0.832063
